,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Group_enc,GroupSize,Name,FamilySize,HomePlanet,Destination,VIP,Cabin,CryoSleep,Deck,Side,Deck_enc,Route,Europa,Mars,PSO J318.5-22,TRAPPIST-1e,S
3592,13.0,1008.0,667.0,8.0,0.0,0.0,0,3862,0.550186942766753,7,Cako3862,3,Mars,TRAPPIST-1e,0,F/729/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3593,18.0,12.0,0.0,1105.0,658.0,16.0,0,3862,0.5020369039060628,7,Ple3862,2,Mars,TRAPPIST-1e,0,D/124/S,0,D,S,3,MarsTRAPPIST-1e,0,1,0,1,1
3594,0.0,0.0,0.0,0.0,0.0,0.0,1,3864,0.503666427030913,1,Dertering3864,1,Europa,TRAPPIST-1e,0,D/125/S,1,D,S,3,EuropaTRAPPIST-1e,1,0,0,1,1
3595,43.0,0.0,0.0,7.0,0.0,963.0,0,3866,0.503666427030913,1,Hendrys3866,1,Earth,TRAPPIST-1e,0,F/797/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3596,56.0,3.0,0.0,768.0,0.0,0.0,1,3867,0.503666427030913,1,Guerson3867,1,Earth,TRAPPIST-1e,0,F/798/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3597,63.0,1540.0,0.0,0.0,0.0,1.0,0,3868,0.5893011216566005,7,Braymon3868,7,Earth,TRAPPIST-1e,0,F/731/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3598,9.0,0.0,0.0,0.0,0.0,0.0,1,3868,0.4621998562185478,7,Braymon3868,7,Earth,TRAPPIST-1e,0,G/630/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3599,9.0,0.0,0.0,0.0,0.0,0.0,0,3868,0.5421998562185478,7,Braymon3868,7,Earth,TRAPPIST-1e,0,G/630/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3600,0.0,0.0,0.0,0.0,0.0,0.0,1,3868,0.5421998562185478,7,Braymon3868,7,Earth,TRAPPIST-1e,0,G/630/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3601,16.0,0.0,0.0,623.0,40.0,209.0,1,3868,0.4621998562185478,7,Braymon3868,7,Earth,55 Cancri e,0,F/731/S,0,F,S,5,Earth55 Cancri e,0,0,0,0,1
3602,42.0,0.0,0.0,0.0,0.0,0.0,1,3868,0.5893011216566005,7,Braymon3868,7,Earth,TRAPPIST-1e,0,G/630/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3603,9.0,0.0,0.0,0.0,0.0,0.0,0,3868,0.5893011216566005,7,Braymon3868,7,Earth,TRAPPIST-1e,0,G/630/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3604,22.0,0.0,0.0,0.0,0.0,0.0,1,3870,0.5035950532067874,1,Gemoserad3870,1,Europa,55 Cancri e,0,B/148/S,1,B,S,1,Europa55 Cancri e,1,0,0,0,1
3605,47.0,0.0,0.0,0.0,0.0,0.0,1,3871,0.5035950532067874,1,Flourbent3871,1,Europa,55 Cancri e,0,B/149/S,1,B,S,1,Europa55 Cancri e,1,0,0,0,1
3606,30.0,0.0,0.0,0.0,0.0,0.0,1,3872,0.5035950532067874,1,Quart3872,1,Mars,TRAPPIST-1e,0,F/799/P,1,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
3607,29.0,2478.0,0.0,31.0,4.0,11.0,0,3873,0.5035950532067874,1,Pearsalason3873,1,Earth,TRAPPIST-1e,0,F/800/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3608,0.0,86.0,218.0,0.0,0.0,479.0,0,3874,0.5619956351824595,2,Lambleyoun3874,2,Earth,TRAPPIST-1e,0,G/631/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3609,22.0,158.0,1556.0,1189.0,845.0,96.0,1,3874,0.4443485763589301,2,Lambleyoun3874,2,Earth,TRAPPIST-1e,0,E/258/S,0,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
3610,19.0,0.0,0.0,3.0,785.0,0.0,0,3875,0.503666427030913,1,Garzaley3875,1,Earth,TRAPPIST-1e,0,E/232/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
3611,31.0,796.0,0.0,70.0,595.0,0.0,0,3879,0.5035950532067874,1,Nache3879,1,Mars,55 Cancri e,0,F/801/P,0,F,P,5,Mars55 Cancri e,0,1,0,0,0
3612,17.0,0.0,0.0,0.0,0.0,0.0,1,3883,0.502894547655984,3,Unreezy3883,3,Europa,55 Cancri e,0,B/150/S,1,B,S,1,Europa55 Cancri e,1,0,0,0,1
3613,38.0,0.0,3060.0,0.0,4.0,2325.0,0,3883,0.5619956351824595,3,Unreezy3883,3,Europa,TRAPPIST-1e,0,B/150/S,0,B,S,1,EuropaTRAPPIST-1e,1,0,0,1,1
3614,13.0,0.0,0.0,0.0,0.0,0.0,1,3883,0.5619956351824595,3,Unreezy3883,3,Europa,55 Cancri e,0,B/150/S,1,B,S,1,Europa55 Cancri e,1,0,0,0,1
3615,36.0,0.0,0.0,0.0,0.0,0.0,1,3886,0.5035950532067874,1,Moreman3886,1,Earth,PSO J318.5-22,0,G/633/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
3616,0.0,0.0,0.0,0.0,0.0,0.0,1,3888,0.5035950532067874,1,3888,1,Earth,TRAPPIST-1e,0,G/633/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3617,21.0,0.0,0.0,0.0,0.0,0.0,1,3890,0.5035950532067874,1,Weissey3890,1,Earth,TRAPPIST-1e,0,G/634/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3618,18.0,0.0,525.0,0.0,0.0,84.0,1,3894,0.503666427030913,1,Vinozarks3894,1,Earth,PSO J318.5-22,0,F/735/S,0,F,S,5,EarthPSO J318.5-22,0,0,1,0,1
3619,36.0,0.0,0.0,0.0,0.0,0.0,0,3895,0.5619956351824595,3,Anpie3895,3,Mars,TRAPPIST-1e,0,E/233/P,1,E,P,4,MarsTRAPPIST-1e,0,1,0,1,0
3620,27.0,847.0,0.0,4.0,0.0,1.0,0,3895,0.5619956351824595,3,Anpie3895,3,Mars,TRAPPIST-1e,0,E/233/P,0,E,P,4,MarsTRAPPIST-1e,0,1,0,1,0
3621,5.0,0.0,0.0,0.0,0.0,0.0,1,3895,0.39757504200535854,3,Anpie3895,3,Mars,TRAPPIST-1e,0,E/233/P,0,E,P,4,MarsTRAPPIST-1e,0,1,0,1,0
3622,18.0,0.0,4387.0,0.0,2241.0,0.0,1,3896,0.5035950532067874,1,Preeldy3896,1,Earth,55 Cancri e,0,C/140/S,1,C,S,2,Earth55 Cancri e,0,0,0,0,1
3623,25.0,0.0,0.0,0.0,0.0,0.0,0,3897,0.5035950532067874,1,Peckers3897,1,Earth,TRAPPIST-1e,0,G/635/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3624,14.0,0.0,0.0,0.0,0.0,0.0,1,3898,0.5035950532067874,1,Vinston3898,1,Earth,TRAPPIST-1e,0,G/636/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3625,23.0,0.0,0.0,0.0,0.0,0.0,1,3899,0.503666427030913,1,Ingwhed3899,1,Europa,TRAPPIST-1e,0,E/234/P,1,E,P,4,EuropaTRAPPIST-1e,1,0,0,1,0
3626,2.0,0.0,0.0,0.0,0.0,0.0,0,3903,0.4621570319240725,6,Doughan3903,4,Earth,55 Cancri e,0,G/636/P,0,G,P,6,Earth55 Cancri e,0,0,0,0,0
3627,1.0,0.0,0.0,0.0,0.0,0.0,0,3903,0.50234459991747,6,Booness3903,1,Earth,TRAPPIST-1e,0,G/636/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3628,7.0,0.0,0.0,0.0,0.0,0.0,1,3903,0.3597617335935093,6,Doughan3903,4,Earth,55 Cancri e,0,G/636/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
3629,6.0,0.0,0.0,0.0,0.0,0.0,0,3903,0.3597617335935093,6,Emenez3903,1,Earth,PSO J318.5-22,0,G/636/P,0,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
3630,56.0,967.0,0.0,0.0,3.0,0.0,0,3903,0.50234459991747,6,Doughan3903,4,Earth,TRAPPIST-1e,0,F/804/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3631,4.0,0.0,0.0,0.0,0.0,0.0,1,3903,0.3597617335935093,6,Doughan3903,4,Earth,55 Cancri e,0,G/636/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
3632,65.0,0.0,0.0,0.0,0.0,909.0,0,3904,0.5035950532067874,1,Charpelaney3904,1,Earth,TRAPPIST-1e,0,G/637/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3633,36.0,0.0,0.0,0.0,0.0,0.0,1,3907,0.503666427030913,1,Richan3907,1,Earth,TRAPPIST-1e,0,G/639/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3634,25.0,0.0,0.0,0.0,0.0,0.0,1,3909,0.503666427030913,1,Scoudelle3909,1,Europa,TRAPPIST-1e,0,C/141/S,1,C,S,2,EuropaTRAPPIST-1e,1,0,0,1,1
3635,41.0,6.0,1.0,11.0,1046.0,0.0,0,3911,0.6081577055507208,3,Petermandez3911,1,Earth,TRAPPIST-1e,0,F/736/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3636,20.0,9.0,0.0,1462.0,94.0,54.0,1,3911,0.5028381999000954,3,Pentss3911,2,Earth,TRAPPIST-1e,0,E/260/S,0,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
3637,18.0,0.0,0.0,0.0,0.0,0.0,1,3911,0.502894547655984,3,Pentss3911,2,Earth,PSO J318.5-22,0,G/640/S,1,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
3638,15.0,309.0,28.0,496.0,20.0,49.0,1,3912,0.5035950532067874,1,Cartiz3912,1,Earth,TRAPPIST-1e,0,F/737/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3639,23.0,0.0,93.0,1.0,0.0,542.0,0,3913,0.4444115532625703,2,Waterson3913,2,Earth,PSO J318.5-22,0,F/738/S,0,F,S,5,EarthPSO J318.5-22,0,0,1,0,1
3640,29.0,0.0,2.0,553.0,44.0,0.0,0,3913,0.4444115532625703,2,Waterson3913,2,Earth,PSO J318.5-22,0,F/738/S,0,F,S,5,EarthPSO J318.5-22,0,0,1,0,1
3641,33.0,0.0,0.0,0.0,0.0,0.0,1,3915,0.5035950532067874,1,Mayods3915,1,Earth,TRAPPIST-1e,0,G/641/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3642,14.0,2.0,881.0,0.0,578.0,214.0,0,3916,0.5620586120860998,2,Ciplanke3916,2,Europa,TRAPPIST-1e,0,D/128/S,0,D,S,3,EuropaTRAPPIST-1e,1,0,0,1,1
3643,55.0,0.0,0.0,0.0,0.0,0.0,1,3916,0.4444115532625703,2,Ciplanke3916,2,Europa,55 Cancri e,0,D/128/S,1,D,S,3,Europa55 Cancri e,1,0,0,0,1
3644,30.0,0.0,690.0,0.0,49.0,2264.0,0,3917,0.503666427030913,1,Esseal3917,1,Europa,TRAPPIST-1e,0,B/124/P,0,B,P,1,EuropaTRAPPIST-1e,1,0,0,1,0
3645,21.0,0.0,0.0,0.0,65.0,480.0,0,3919,0.5035950532067874,1,Blace3919,1,Earth,TRAPPIST-1e,0,F/806/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3646,26.0,35.0,42.0,711.0,0.0,0.0,1,3921,0.5035950532067874,1,Kramosley3921,1,Earth,TRAPPIST-1e,0,E/262/S,0,E,S,4,EarthTRAPPIST-1e,0,0,0,1,1
3647,33.0,0.0,0.0,0.0,0.0,0.0,1,3922,0.5035950532067874,1,Bardsey3922,1,Earth,PSO J318.5-22,0,G/641/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
3648,18.0,95.0,0.0,0.0,13.0,622.0,0,3923,0.5619956351824595,3,Cofferson3923,3,Earth,TRAPPIST-1e,0,F/808/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3649,9.0,0.0,0.0,0.0,0.0,0.0,1,3923,0.5619956351824595,3,Cofferson3923,3,Earth,TRAPPIST-1e,0,G/642/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3650,0.0,0.0,0.0,0.0,0.0,0.0,1,3923,0.502894547655984,3,Cofferson3923,3,Earth,55 Cancri e,0,G/642/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
3651,19.0,0.0,47.0,0.0,263.0,384.0,1,3924,0.5035950532067874,1,Reenon3924,1,Earth,55 Cancri e,0,E/263/S,0,E,S,4,Earth55 Cancri e,0,0,0,0,1
3652,18.0,716.0,0.0,0.0,0.0,0.0,0,3926,0.5035950532067874,1,Fowlesterez3926,1,Earth,TRAPPIST-1e,0,F/810/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3653,38.0,55.0,1258.0,0.0,650.0,10786.0,0,3927,0.5035950532067874,2,Tionstious3927,2,Europa,55 Cancri e,0,C/142/S,0,C,S,2,Europa55 Cancri e,1,0,0,0,1
3654,42.0,0.0,1249.0,0.0,1313.0,1148.0,1,3927,0.5035950532067874,2,Tionstious3927,2,Europa,55 Cancri e,0,C/142/S,0,C,S,2,Europa55 Cancri e,1,0,0,0,1
3655,28.0,3.0,1300.0,0.0,1250.0,1148.0,0,3928,0.5620586120860998,2,Witeronfus3928,2,Europa,55 Cancri e,0,E/264/S,0,E,S,4,Europa55 Cancri e,1,0,0,0,1
3656,37.0,0.0,0.0,0.0,0.0,0.0,1,3928,0.4443485763589301,2,Witeronfus3928,2,Europa,55 Cancri e,0,E/264/S,1,E,S,4,Europa55 Cancri e,1,0,0,0,1
3657,29.0,0.0,0.0,0.0,1819.0,1.0,0,3930,0.5035950532067874,1,Mcguirez3930,1,Earth,55 Cancri e,0,F/740/S,0,F,S,5,Earth55 Cancri e,0,0,0,0,1
3658,42.0,0.0,218.0,0.0,481.0,2.0,0,3931,0.503666427030913,1,Sandry3931,1,Earth,55 Cancri e,0,F/811/P,0,F,P,5,Earth55 Cancri e,0,0,0,0,0
3659,18.0,659.0,0.0,2316.0,0.0,23.0,1,3932,0.5620586120860998,2,Vlate3932,2,Mars,TRAPPIST-1e,0,E/265/S,0,E,S,4,MarsTRAPPIST-1e,0,1,0,1,1
3660,34.0,2.0,0.0,805.0,29.0,0.0,1,3932,0.5620586120860998,2,Vlate3932,2,Mars,55 Cancri e,0,D/129/S,0,D,S,3,Mars55 Cancri e,0,1,0,0,1
3661,34.0,0.0,0.0,0.0,0.0,0.0,1,3933,0.5035950532067874,1,Coleyanglas3933,1,Earth,55 Cancri e,0,G/642/S,1,G,S,6,Earth55 Cancri e,0,0,0,0,1
3662,18.0,0.0,0.0,0.0,0.0,0.0,0,3935,0.5035950532067874,1,Mccarveymon3935,1,Earth,PSO J318.5-22,0,G/643/S,1,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
3663,24.0,3537.0,0.0,0.0,0.0,0.0,0,3936,0.5035950532067874,1,Sancasey3936,1,Earth,TRAPPIST-1e,0,G/644/S,0,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3664,24.0,45.0,588.0,5.0,7.0,0.0,1,3937,0.5035950532067874,1,Rossey3937,1,Earth,TRAPPIST-1e,0,F/742/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3665,56.0,0.0,0.0,0.0,0.0,0.0,1,3938,0.6081013577948322,3,Flité3938,3,Mars,TRAPPIST-1e,0,F/743/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3666,2.0,0.0,0.0,0.0,0.0,0.0,1,3938,0.6081577055507208,3,Flité3938,3,Mars,TRAPPIST-1e,0,F/743/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3667,12.0,0.0,0.0,0.0,0.0,0.0,1,3938,0.6081577055507208,3,Flité3938,3,Mars,TRAPPIST-1e,0,F/743/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3668,37.0,772.0,0.0,840.0,1.0,5.0,0,3939,0.503666427030913,1,Alberts3939,1,Earth,TRAPPIST-1e,0,E/237/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
3669,60.0,2739.0,0.0,0.0,0.0,0.0,0,3940,0.503666427030913,1,Apie3940,1,Mars,TRAPPIST-1e,1,D/132/P,0,D,P,3,MarsTRAPPIST-1e,0,1,0,1,0
3670,55.0,0.0,0.0,0.0,0.0,0.0,0,3941,0.5035950532067874,1,Mejiaddox3941,1,Earth,TRAPPIST-1e,0,G/643/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3671,20.0,0.0,0.0,0.0,0.0,0.0,0,3942,0.5035950532067874,1,Grahangory3942,1,Earth,PSO J318.5-22,0,G/645/S,1,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
3672,28.0,629.0,0.0,659.0,607.0,0.0,0,3944,0.503666427030913,1,Stike3944,1,Mars,TRAPPIST-1e,0,F/745/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3673,28.0,0.0,0.0,0.0,0.0,0.0,0,3945,0.5035950532067874,1,Lambles3945,1,Earth,TRAPPIST-1e,0,G/644/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3674,37.0,14.0,0.0,91.0,1203.0,0.0,0,3946,0.5035950532067874,1,Parta3946,1,Mars,TRAPPIST-1e,0,F/812/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
3675,18.0,325.0,0.0,477.0,50.0,5.0,0,3948,0.5035950532067874,1,Castron3948,1,Earth,TRAPPIST-1e,0,F/814/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3676,14.0,781.0,0.0,1.0,4.0,1.0,0,3949,0.503666427030913,1,Burraymons3949,1,Earth,TRAPPIST-1e,0,E/238/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
3677,29.0,3478.0,11153.0,15.0,203.0,15.0,1,3950,0.503666427030913,1,Steary3950,1,Europa,TRAPPIST-1e,0,C/143/S,0,C,S,2,EuropaTRAPPIST-1e,1,0,0,1,1
3678,51.0,0.0,0.0,0.0,544.0,12.0,0,3952,0.5035950532067874,1,Rodricker3952,1,Earth,TRAPPIST-1e,0,F/746/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3679,45.0,0.0,0.0,0.0,0.0,0.0,0,3954,0.5035950532067874,1,Blacks3954,1,Earth,TRAPPIST-1e,0,G/647/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3680,45.0,0.0,0.0,0.0,0.0,0.0,1,3955,0.503666427030913,1,Gamberson3955,1,Earth,TRAPPIST-1e,0,G/648/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3681,41.0,1144.0,12.0,14.0,22.0,0.0,0,3958,0.5035950532067874,1,Sau3958,1,Mars,TRAPPIST-1e,0,F/747/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3682,21.0,0.0,80.0,255.0,0.0,5190.0,0,3959,0.5620586120860998,3,Sullones3959,3,Earth,TRAPPIST-1e,0,G/646/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3683,28.0,653.0,0.0,0.0,0.0,20.0,0,3959,0.5620586120860998,3,Sullones3959,3,Earth,TRAPPIST-1e,0,F/817/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3684,0.0,0.0,0.0,0.0,0.0,0.0,1,3959,0.39757504200535854,3,Sullones3959,3,Earth,55 Cancri e,0,G/646/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
3685,46.0,0.0,0.0,0.0,0.0,880.0,0,3960,0.503666427030913,1,Herreras3960,1,Earth,TRAPPIST-1e,0,F/748/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3686,41.0,0.0,0.0,0.0,0.0,0.0,1,3961,0.503666427030913,1,Peake3961,1,Mars,TRAPPIST-1e,0,F/749/S,1,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3687,13.0,0.0,0.0,0.0,0.0,0.0,1,3962,0.4443485763589301,2,Guerson3962,2,Earth,55 Cancri e,0,G/647/P,1,G,P,6,Earth55 Cancri e,0,0,0,0,0
3688,55.0,0.0,1203.0,0.0,0.0,446.0,0,3962,0.5619956351824595,2,Guerson3962,2,Earth,PSO J318.5-22,0,E/239/P,0,E,P,4,EarthPSO J318.5-22,0,0,1,0,0
3689,20.0,0.0,0.0,0.0,0.0,0.0,1,3963,0.5035950532067874,1,Bradlerson3963,1,Earth,PSO J318.5-22,0,G/648/P,1,G,P,6,EarthPSO J318.5-22,0,0,1,0,0
3690,21.0,0.0,0.0,0.0,0.0,0.0,1,3964,0.503666427030913,1,Chanan3964,1,Earth,TRAPPIST-1e,0,G/650/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3691,49.0,324.0,275.0,0.0,0.0,0.0,0,3966,0.5619956351824595,3,Kerristicey3966,3,Earth,TRAPPIST-1e,0,F/818/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3692,27.0,0.0,0.0,1020.0,0.0,0.0,1,3966,0.502894547655984,3,Kerristicey3966,3,Earth,TRAPPIST-1e,0,G/649/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3693,0.0,0.0,0.0,0.0,0.0,0.0,1,3966,0.5619956351824595,3,Kerristicey3966,3,Earth,TRAPPIST-1e,0,G/649/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3694,22.0,886.0,55.0,0.0,0.0,0.0,0,3967,0.503666427030913,1,Seen3967,1,Mars,TRAPPIST-1e,0,F/819/P,0,F,P,5,MarsTRAPPIST-1e,0,1,0,1,0
3695,17.0,0.0,0.0,0.0,0.0,0.0,0,3968,0.5035950532067874,1,Briggins3968,1,Earth,TRAPPIST-1e,0,G/650/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3696,23.0,355.0,0.0,764.0,0.0,0.0,1,3970,0.503666427030913,1,Blake3970,1,Mars,TRAPPIST-1e,0,F/751/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3697,44.0,39.0,821.0,0.0,7.0,41.0,0,3971,0.5035950532067874,1,Brighttt3971,1,Earth,TRAPPIST-1e,0,G/651/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3698,29.0,0.0,0.0,0.0,0.0,0.0,1,3973,0.503666427030913,1,Reedectied3973,1,Europa,TRAPPIST-1e,0,E/240/P,1,E,P,4,EuropaTRAPPIST-1e,1,0,0,1,0
3699,19.0,0.0,0.0,5.0,756.0,0.0,1,3974,0.5619956351824595,2,Davens3974,2,Earth,TRAPPIST-1e,0,F/752/S,0,F,S,5,EarthTRAPPIST-1e,0,0,0,1,1
3700,3.0,0.0,0.0,0.0,0.0,0.0,1,3974,0.5619956351824595,2,Davens3974,2,Earth,TRAPPIST-1e,0,G/652/S,1,G,S,6,EarthTRAPPIST-1e,0,0,0,1,1
3701,29.0,0.0,7164.0,0.0,58.0,1.0,1,3976,0.503666427030913,1,Patoetic3976,1,Europa,TRAPPIST-1e,0,G/734/S,0,G,S,6,EuropaTRAPPIST-1e,1,0,0,1,1
3702,19.0,46.0,0.0,675.0,0.0,0.0,1,3977,0.5035950532067874,1,Quinnedy3977,1,Earth,TRAPPIST-1e,0,E/241/P,0,E,P,4,EarthTRAPPIST-1e,0,0,0,1,0
3703,22.0,0.0,0.0,0.0,0.0,0.0,1,3980,0.5035950532067874,1,Garrincent3980,1,Earth,TRAPPIST-1e,0,G/653/P,1,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3704,33.0,400.0,270.0,33.0,0.0,0.0,0,3981,0.503666427030913,1,Carvis3981,1,Earth,PSO J318.5-22,0,G/734/S,0,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
3705,0.0,0.0,0.0,0.0,0.0,0.0,1,3984,0.503666427030913,1,Wilsoney3984,1,Earth,PSO J318.5-22,0,G/654/S,1,G,S,6,EarthPSO J318.5-22,0,0,1,0,1
3706,50.0,667.0,0.0,0.0,11.0,170.0,0,3985,0.5035950532067874,1,Hahnstoneal3985,1,Earth,TRAPPIST-1e,0,G/654/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3707,54.0,1217.0,0.0,1.0,4.0,0.0,0,3986,0.4443485763589301,2,Pine3986,2,Mars,TRAPPIST-1e,0,F/755/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3708,43.0,1448.0,0.0,150.0,0.0,0.0,0,3986,0.4443485763589301,2,Pine3986,2,Mars,TRAPPIST-1e,0,F/755/S,0,F,S,5,MarsTRAPPIST-1e,0,1,0,1,1
3709,17.0,103.0,2183.0,0.0,16.0,0.0,1,3987,0.503666427030913,1,Briggston3987,1,Earth,TRAPPIST-1e,0,F/822/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3710,26.0,1632.0,0.0,80.0,7.0,0.0,0,3988,0.5035950532067874,1,Soun3988,1,Mars,TRAPPIST-1e,0,D/134/P,0,D,P,3,MarsTRAPPIST-1e,0,1,0,1,0
3711,44.0,1258.0,3.0,0.0,1.0,0.0,0,3991,0.5035950532067874,1,Joycerton3991,1,Earth,TRAPPIST-1e,0,F/823/P,0,F,P,5,EarthTRAPPIST-1e,0,0,0,1,0
3712,51.0,0.0,0.0,10.0,1098.0,0.0,0,3992,0.5035950532067874,1,Barrelliver3992,1,Earth,PSO J318.5-22,0,F/756/S,0,F,S,5,EarthPSO J318.5-22,0,0,1,0,1
3713,29.0,0.0,0.0,0.0,0.0,0.0,1,3994,0.5035950532067874,1,Unretereng3994,1,Europa,TRAPPIST-1e,0,B/152/S,1,B,S,1,EuropaTRAPPIST-1e,1,0,0,1,1
3714,4.0,0.0,0.0,0.0,0.0,0.0,0,3995,0.4153880781783396,6,Casonston3995,6,Earth,TRAPPIST-1e,0,G/655/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3715,40.0,0.0,0.0,310.0,1.0,421.0,0,3995,0.4154346263245085,6,Casonston3995,6,Earth,PSO J318.5-22,0,F/825/P,0,F,P,5,EarthPSO J318.5-22,0,0,1,0,0
3716,27.0,0.0,0.0,2.0,0.0,808.0,0,3995,0.4153880781783396,6,Casonston3995,6,Earth,55 Cancri e,0,G/655/P,0,G,P,6,Earth55 Cancri e,0,0,0,0,0
3717,8.0,0.0,0.0,0.0,0.0,0.0,0,3995,0.38215703192407247,6,Casonston3995,6,Earth,TRAPPIST-1e,0,G/655/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3718,3.0,0.0,0.0,0.0,0.0,0.0,0,3995,0.4154346263245085,6,Casonston3995,6,Earth,TRAPPIST-1e,0,G/655/P,0,G,P,6,EarthTRAPPIST-1e,0,0,0,1,0
3719,11.0,0.0,0.0,0.0,0.0,0.0,1,3995,0.30219985621854784,6,Casonston3995,6,Earth,55 Cancri e,0,G/655/P,0,G,P,6,Earth55 Cancri e,0,0,0,0,0
3720,24.0,16.0,0.0,1136.0,0.0,40.0,1,3996,0.503666427030913,1,Meyersones3996,1,Earth,PSO J318.5-22,0,F/826/P,0,F,P,5,EarthPSO J318.5-22,0,0,1,0,0
3721,25.0,0.0,83.0,0.0,439.0,0.0,0,3997,0.503666427030913,1,Yanton3997,1,Earth,55 Cancri e,0,G/657/S,0,G,S,6,Earth55 Cancri e,0,0,0,0,1
